,rating,name,salary,team,opp,, ,proj,ceil,floor,proj+-,pts/sal,proj_own,impld_pts,lev_rank,leverage,buzz,sr,pro,my,bargain,opp+-,snaps,pts,opppts,delta,spread,o/u,spread%,comp,att,yards,%,y/a,adj ypa,td,long,CAY,IAY,%rb,%wr,%te,%td,int%,sack%,rush-att,not sure,rush_yards,rush_y/a,rush_td,success,rz_opp,rz_opp10,rz-opp5,temp,humidity,precip%,month_ppg,month_change,month_fpo,month_fps,consistency,upside,duds,count,year_ppg,year+-,year_change,year_fpo,year_fps,year_consistency,year_upside,year_duds,year_count,pos,week,rush_td%,rush_yards%,snaps%,rush_att,rec_trgts,not_sure2,rec_yards,rec_long,rec_yr,rec_td,rec_yt,rz_td_pct,rz_succ%,rec_trgts%,rec_td%,rec_yds%,rec_TAY,rec_TAY%,proj_sacks,pass_succ,rush_succ,takeaway%,td%,ypp,rz_snaps,rz_snaps10,rz_snaps5,TD%,Last Name_master,City Name_master,First Name_master,RylandID_master,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Unnamed: 28,Unnamed: 29,Roster Position,City Name,City Name2,City Name3,RylandID
thomas7000wrm,55.85,Michael Thomas,7000,NO,TB,,,10.68,14.6,6.7,-1.41,1.5,8.3,12.09,-3,0.72,1.3,0.67,2,0,0.66,-1.1,0,20.5,23,-1.5,2.5,43.5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,800,0,0,33,0.33,0,30,20.2,0.5,1000,0,0,5,0.05,0,20,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thomas,michael thomas,m,thomas7000wrm,80468-28573,WR,m,Michael Thomas,thomas,20.20000076,1,7000,TB@NO,NO,TB,,,,,,WR/FLEX,ryland,ryland,michael,thomas7000wrm
toney5100wrk,54.44,Kadarius Toney,5100,NYG,CAR,,,3.53,5.3,1.8,-4.23,0.7,0.6,7.76,-9,0.58,1.3,0.83,0,0,0.72,-1.4,34,22.3,21.3,0.5,-1,43.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.19,0.06,80,0.59,0,2.3,-200,0,0,0,0,0.33,30,7.2,-0.6,-900,0.84,0.21,40,0.1,0.1,20,WR,9.14.22,0,0,0,0,6,4,52,15,11.4,0,0,0,0,0.194,0,0.23,22.3,18.3,0,0,0,0,0,0,0,0,0,0,toney,kadarius toney,k,toney5100wrk,80468-86052,WR,k,Kadarius Toney,toney,2.299999952,1,5100,CAR@NYG,NYG,CAR,Q,Hamstring,,,,WR/FLEX,ryland,ryland,kadarius,toney5100wrk
tremble4500tet,59.51,Tommy Tremble,4500,CAR,@NYG,,,3,4.1,1.9,-2.07,0.7,0.1,5.07,5,0.98,0,0,1,0,0.22,-2,33,21.3,22.3,0.5,1,43.5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0.18,80,0.59,0,1.8,-100,0,0,0,0,1,30,30,-1.8,-1500,1.16,0.09,50,0.1,0.3,20,TE,9.14.22,0,0,0,0,2,1,12,8,90,0.1,0,0.25,0,0.07,0.077,0.057,7.5,7.3,0,0,0,0,0,0,0,0,0,0,tremble,tommy tremble,t,tremble4500tet,80468-91101,TE,t,Tommy Tremble,tremble,0.600000024,1,4500,CAR@NYG,CAR,NYG,,,,,,TE/FLEX,ryland,ryland,tommy,tremble4500tet
trubisky6500qbm,49.52,Mitch Trubisky,6500,PIT,NE,,,15.16,22.9,7.4,-2.66,2.3,1.8,17.82,-4,0.4,0,0,1,0,0.57,-1.4,5,18.8,21.8,-1.7,3,40.5,54,1,2,10,75,5.4,-1.75,0,8,5.3,10,50,25,25,0,15,0,1,4,3,1.8,0.1,0.231,0.06,0.06,0.06,77,0.63,0,8.8,100,0,0,66,0.33,0.33,30,4.2,-0.2,500,1.1,0.85,18,0.04,0.27,22,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,trubisky,mitch trubisky,m,trubisky6500qbm,80468-38628,QB,m,Mitch Trubisky,trubisky,12.65999985,1,6500,NE@PIT,PIT,NE,,,,,,QB,ryland,ryland,mitch,trubisky6500qbm
waddle7200wrj,74.3,Jaylen Waddle,7200,MIA,@BAL,,,11.26,15.5,7,-1.29,1.6,4.6,12.55,20,0.99,2.5,1,3,0,0.74,1.7,57,20.3,23.8,-0.7,3.5,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0.47,0.24,79,0.58,0,15.7,400,0,0,33,0.33,0,30,12,1.3,1200,1.3,0.21,76,0.42,0.04,21,WR,9.14.22,0,0,0,0,9,6,63,22,9.5,0.3,0,0.357,0,0.249,0.278,0.27,35.7,24.3,0,0,0,0,0,0,0,0,0,0,waddle,jaylen waddle,j,waddle7200wrj,80468-90573,WR,j,Jaylen Waddle,waddle,15.69999981,1,7200,MIA@BAL,MIA,BAL,,,,,,WR/FLEX,ryland,ryland,jaylen,waddle7200wrj
walker5500rbk,42.86,K. Walker III,5500,SEA,@SF,,,4.54,6.1,3,-3.39,0.8,0.8,7.93,8,0.97,0,0,0,0,0.89,-4.3,0,15.8,24.8,-1.7,9,40.5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0.73,0.28,0,500,0,0,0,0,0,30,3.5,0,-500,0,0,0,0,0.25,40,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,walker,k. walker iii,k,walker5500rbk,80468-103342,RB,k,Kenneth Walker III,walker,,,5500,SEA@SF,SEA,SF,Q,Abdomen,,,,RB/FLEX,ryland,ryland,kenneth,walker5500rbk
waller6800ted,82.09,Darren Waller,6800,LV,ARI,,,10.21,13.8,6.6,-0.23,1.5,9,10.44,4,0.96,7.5,1,7,0,0.8,-0.6,52,28.5,23,1.7,-5.5,51.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.28,0.11,0,0,0,9.9,-200,0,0,33,0,0,30,8.8,-1.3,800,1.19,0.17,25,0.1,0.35,20,TE,9.14.22,0,0,0,0,7,4,56,23,12.4,0.1,0,0.083,0,0.215,0.067,0.197,35.7,24.2,0,0,0,0,0,0,0,0,0,0,waller,darren waller,d,waller6800ted,80468-25011,TE,d,Darren Waller,waller,9.899999619,1,6800,ARI@LV,LV,ARI,,,,,,TE/FLEX,ryland,ryland,darren,waller6800ted
warren5500rbj,50.57,Jaylen Warren,5500,PIT,NE,,,2.72,3.6,1.9,-5.21,0.5,0.2,7.93,11,0.98,0,0,2,0,0.97,1.6,0,18.8,21.8,-1.7,3,40.5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0.63,0,2,1000,0,0,0,0,1,30,5.1,0,-500,0,0,25,0.25,0.75,40,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,warren,jaylen warren,j,warren5500rbj,80468-112057,RB,j,Jaylen Warren,warren,0.699999988,1,5500,NE@PIT,PIT,NE,,,,,,RB/FLEX,ryland,ryland,jaylen,warren5500rbj
washington4000,30.79,Washington,4000,WAS,@DET,,,6.16,12.9,-0.6,-0.22,1.5,0.7,6.38,7,0.95,0,0,1,0,0.22,-4.3,0,23.8,24.8,1,1,48.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,6.56,0,0,0,0,0,0,0,0,0,0,0,0,2.7,300,0,0,33,0,0.66,30,5.5,0.4,-2000,0,0,72,0.52,0.2,25,D,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2.1,0.5405,0.4718,0.0124,0.0516,7.59,9.33,40,4.5,0.2357,washington,washington,w,washington4000,80468-12552,D,w,Washington Commanders,commanders,4,1,4000,WAS@DET,WAS,DET,,,,,,DEF,Commanders,Commanders,washington,washington4000
washington4600wrm,44.2,M. Washington,4600,DEN,HOU,,,2.39,3.6,1.2,-4.23,0.5,0.1,6.62,11,0.96,0,0,0,0,0.22,-0.8,0,27.8,17.8,1.3,-10,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0.1,0,5.3,0,0,0,33,0,0.33,30,40,0,-1400,0,0,25,0,0.5,40,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,washington,m. washington,m,washington4600wrm,80468-95854,WR,m,Montrell Washington,washington,0,1,4600,HOU@DEN,DEN,HOU,,,,,,WR/FLEX,ryland,ryland,montrell,washington4600wrm
wentz7400qbc,56.47,Carson Wentz,7400,WAS,@DET,,,17.74,26.5,9,-1.84,2.4,3.8,19.58,-2,0.55,1.7,1,1,0,0.52,-3.7,63,23.8,24.8,1,1,48.5,36,18,29,207,62,6.9,6.79,1.6,40,114.6,254.7,20.9,55.4,20.1,5.5,1.4,5.8,3,8,12,3.6,0.1,0.472,5.12,2.65,1.59,0,0,0,16.1,600,0,0,33,0.33,0.33,30,15.3,-2,1400,0.44,0.24,71,0.47,0.23,21,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,wentz,carson wentz,c,wentz7400qbc,80468-70324,QB,c,Carson Wentz,wentz,29.71999931,1,7400,WAS@DET,WAS,DET,,,,,,QB,ryland,ryland,carson,wentz7400qbc
white4600rbz,72.38,Zamir White,4600,LV,ARI,,,2.24,3,1.5,-3.44,0.5,0.1,5.68,9,0.97,0,0,5,0,0.95,-1.8,0,28.5,23,1.7,-5.5,51.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,-300,0,0,66,0,0,30,7.7,0,-1400,0,0,66,0,0,30,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,white,zamir white,z,white4600rbz,80468-91578,RB,z,Zamir White,white,,,4600,ARI@LV,LV,ARI,,,,,,RB/FLEX,ryland,ryland,zamir,white4600rbz
white5700rbr,34.37,Rachaad White,5700,TB,@NO,,,4.15,5.5,2.8,-4.28,0.7,0.5,8.43,11,0.98,0,0,0,0,0.08,-2.3,0,23,20.5,-2,-2.5,43.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,700,0,0,0,0,1,30,3.1,-1,-300,0,0,25,0,0.75,40,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,white,rachaad white,r,white5700rbr,80468-137902,RB,r,Rachaad White,white,3.099999905,1,5700,TB@NO,TB,NO,,,,,,RB/FLEX,ryland,ryland,rachaad,white5700rbr
williams4700rba,43.21,Avery Williams,4700,ATL,@LA,,,3.53,4.7,2.3,-2.4,0.8,0.1,5.93,16,0.99,0,0,0,0,0.3,-0.6,0,18.3,28.3,0.8,10,46.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,williams,avery williams,a,williams4700rba,80468-72772,RB,a,Avery Williams,williams,2,1,4700,ATL@LAR,ATL,LAR,,,,,,RB/FLEX,ryland,ryland,avery,williams4700rba
williams6400rbj,51.27,Jamaal Williams,6400,DET,WAS,,,8.36,10.9,5.9,-1.81,1.3,1,10.17,17,0.99,0,0,3,0,0.14,0,23,24.8,23.8,3,-1,48.5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,3.8,0.2,0.535,1.35,0.53,0.24,0,0,0,15.5,700,0,0,33,0.33,0,30,7.3,-0.5,400,0.54,0.32,55,0.15,0.15,20,RB,9.14.22,0.25,0.451,0.685,12,1,1,8,5,5.6,0,0,0.087,0.261,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,williams,jamaal williams,j,williams6400rbj,80468-45631,RB,j,Jamaal Williams,williams,15.5,1,6400,WAS@DET,DET,WAS,,,,,,RB/FLEX,ryland,ryland,jamaal,williams6400rbj
williams7300rbj,67.11,Javonte Williams,7300,DEN,HOU,,,13.88,17.9,9.9,1.46,1.9,18.1,12.42,-3,0.69,1.7,1,8,0,0.23,2,32,27.8,17.8,1.3,-10,45.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,4.5,0.3,0.476,2.18,1.41,0.59,87,0.1,0,14.3,1100,0,0,50,0.25,0,40,11.7,2.1,1300,0.77,0.36,81,0.4,0.04,22,RB,9.14.22,0.267,0.461,0.612,11,3,2,20,12,7.6,0.2,0,0.138,0.345,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,williams,javonte williams,j,williams7300rbj,80468-93541,RB,j,Javonte Williams,williams,14.30000019,1,7300,HOU@DEN,DEN,HOU,,,,,,RB/FLEX,ryland,ryland,javonte,williams7300rbj
wilson5100wrc,60.38,C. Wilson Jr.,5100,MIA,@BAL,,,4.41,6.4,2.4,-3.35,0.9,0.5,7.76,0,0.82,0,0,0,0,0.62,1.7,32,20.3,23.8,-0.7,3.5,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.12,0.12,79,0.58,0,3,0,0,0,33,0,0.33,30,8.3,0.2,-900,1.66,0.26,68,0.22,0.13,22,WR,9.14.22,0,0,0,0,3,2,38,22,13.8,0.4,0,0.3,0,0.108,0.171,0.134,27.7,13.2,0,0,0,0,0,0,0,0,0,0,wilson,c. wilson jr.,c,wilson5100wrc,80468-69581,WR,c,Cedrick Wilson Jr.,wilson,3.799999952,1,5100,MIA@BAL,MIA,BAL,Q,Toe,,,,WR/FLEX,ryland,ryland,cedrick,wilson5100wrc
wilson5400wrg,47.19,Garrett Wilson,5400,NYJ,@CLE,,,5.86,8.4,3.3,-2.58,1.1,0.9,8.44,2,0.87,0,0,0,0,0.71,-2.4,0,16.5,23,-1.8,6.5,39.5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.61,0,4.5,100,0,0,50,0,0.5,20,4.1,-0.3,-600,0,0,33,0,0.66,30,WR,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,wilson,garrett wilson,g,wilson5400wrg,80468-103564,WR,g,Garrett Wilson,wilson,7.199999809,1,5400,NYJ@CLE,NYJ,CLE,,,,,,WR/FLEX,ryland,ryland,garrett,wilson5400wrg
wilson6300rbj,53.98,Jeff Wilson Jr.,6300,SF,SEA,,,10.68,13.8,7.5,0.76,1.7,6.8,9.92,-2,0.73,2.5,0.75,5,0,0.08,-0.3,25,24.8,15.8,-1.2,-9,40.5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,3.7,0.2,0.506,0.76,0.47,0.29,66,0.73,0.28,3.2,800,0,0,33,0,0.33,30,6.8,-0.1,300,0.7,0.27,26,0.08,0.08,23,RB,9.14.22,0.167,0.233,0.433,8,0,0,3,3,4.4,0,0,0.2,0.4,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,wilson,jeff wilson jr.,j,wilson6300rbj,80468-55552,RB,j,Jeff Wilson Jr.,wilson,4,1,6300,SEA@SF,SF,SEA,,,,,,RB/FLEX,ryland,ryland,jeff,wilson6300rbj
wilson7500qbr,77.97,Russell Wilson,7500,DEN,HOU,,,19.1,31,7.2,-0.68,2.5,9.7,19.78,0,0.76,0,1,1,0,0.99,-0.7,56,27.8,17.8,1.3,-10,45.5,56,18,29,219,63,7.6,6.69,1.6,43,124.4,300.8,13.5,62.3,21,5.5,1.7,7.3,2,8,13,4.6,0.2,0.447,3.33,1.06,0.5,87,0.1,0,17.8,0,0,0,33,0.33,0,30,16.8,-2.4,1500,0.49,0.3,59,0.4,0.13,22,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,wilson,russell wilson,r,wilson7500qbr,80468-22015,QB,r,Russell Wilson,wilson,17.79999924,1,7500,HOU@DEN,DEN,HOU,,,,,,QB,ryland,ryland,russell,wilson7500qbr
winston7200qbj,51.72,Jameis Winston,7200,NO,TB,,,16.4,24.8,8,-2.79,2.3,1.5,19.19,2,0.88,0,1,1,0,0.48,-4.1,51,20.5,23,-1.5,2.5,43.5,44,13,23,170,57,7.2,6.71,1.5,37,91.7,209.7,31.2,48.2,12.8,6.5,2.2,7.3,4,10,21,5,0.2,0.538,1.24,0.53,0.12,0,0,0,12,500,0,0,33,0.33,0.33,30,14.4,-1.1,1200,0.48,0.28,35,0.2,0.05,20,QB,9.14.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,winston,jameis winston,j,winston7200qbj,80468-24849,QB,j,Jameis Winston,winston,21.65999985,1,7200,TB@NO,NO,TB,Q,Back,,,,QB,ryland,ryland,jameis,winston7200qbj
zaccheaus5200wro,51.12,Olamide Zaccheaus,5200,ATL,@LA,,,5.02,7.3,2.7,-2.96,1,0.4,7.98,10,0.96,0,0,0,0,0.71,-0.4,36,18.3,28.3,0.8,10,46.5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0.29,0.12,0,0,0,4.9,200,0,0,100,0,0,10,4.9,-2.6,-800,1.44,0.14,57,0.1,0.31,19,WR,9.14.22,0,0,0,0,3,1,25,18,13.1,0.2,0,0.375,0,0.102,0.15,0.106,21.3,12,0,0,0,0,0,0,0,0,0,0,zaccheaus,olamide zaccheaus,o,zaccheaus5200wro,80468-64496,WR,o,Olamide Zaccheaus,zaccheaus,4.900000095,1,5200,ATL@LAR,ATL,LAR,,,,,,WR/FLEX,ryland,ryland,olamide,zaccheaus5200wro
